"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MH2GWNKQ","journalArticle","2011","Humblet, M.-F.; Walravens, K.; Salandre, O.; Boschiroli, M.L.; Gilbert, M.; Berkvens, D.; Fauville-Dufaux, M.; Godfroid, J.; Dufey, J.; Raskin, A.; Vanholme, L.; Saegerman, C.","Monitoring of the intra-dermal tuberculosis skin test performed by Belgian field practitioners","Research in Veterinary Science","","00345288","10.1016/j.rvsc.2010.12.004","http://linkinghub.elsevier.com/retrieve/pii/S0034528810004042","","2011-10","2016-09-30 05:19:03","2016-09-30 05:19:03","2016-09-30 05:19:03","199-207","","2","91","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/HC38AQCD/2011HumbletBTBResVetSci.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MIUF3QN","journalArticle","2010","Gilbert, Marius; Newman, Scott H.; Takekawa, John Y.; Loth, Leo; Biradar, Chandrashekhar; Prosser, Diann J.; Balachandran, Sivananinthaperumal; Subba Rao, Mandava Venkata; Mundkur, Taej; Yan, Baoping; Xing, Zhi; Hou, Yuansheng; Batbayar, Nyambayar; Natsagdorj, Tseveenmayadag; Hogerwerf, Lenny; Slingenbergh, Jan; Xiao, Xiangming","Flying Over an Infected Landscape: Distribution of Highly Pathogenic Avian Influenza H5N1 Risk in South Asia and Satellite Tracking of Wild Waterfowl","EcoHealth","","1612-9202, 1612-9210","10.1007/s10393-010-0672-8","http://link.springer.com/10.1007/s10393-010-0672-8","","2010-12","2016-09-30 05:19:00","2016-09-30 05:19:00","2016-09-30 05:19:00","448-458","","4","7","","","Flying Over an Infected Landscape","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/T2GACI6N/2011GilbertH5N1landscapeEcohealth.pdf","","livestock-diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54USJT3P","journalArticle","2011","Cappelle, Julien; Gaidet, Nicolas; Iverson, Samuel A.; Takekawa, John Y.; Newman, Scott H.; Fofana, Bouba; Gilbert, Marius","Characterizing the interface between wild ducks and poultry to evaluate the potential of transmission of avian pathogens","International journal of health geographics","","","","http://ij-healthgeographics.biomedcentral.com/articles/10.1186/1476-072X-10-60","","2011","2016-09-30 05:18:57","2016-09-30 05:18:57","2016-09-30 05:18:57","1","","1","10","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/E2SQTMRH/2011CappelleInterfaceIJHG.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2AETNWX","journalArticle","2010","Paul, Mathilde; Tavornpanich, Saraya; Abrial, David; Gasqui, Patrick; Charras-Garrido, Myriam; Thanapongtharm, Weerapong; Xiao, Xiangming; Gilbert, Marius; Roger, Francois; Ducrot, Christian","Anthropogenic factors and the risk of highly pathogenic avian influenza H5N1: prospects from a spatial-based model","Veterinary Research","","0928-4249, 1297-9716","10.1051/vetres/2009076","http://www.vetres.org/10.1051/vetres/2009076","","2010-05","2016-09-30 05:18:23","2016-09-30 05:18:23","2016-09-30 05:18:23","28","","3","41","","","Anthropogenic factors and the risk of highly pathogenic avian influenza H5N1","","","","","","","","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/PJBTE7KR/2010PaulVetRes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGN4WIZU","journalArticle","2010","Ottaviani, Daniela; de la Rocque, S.; Khomenko, S.; Gilbert, M.; Newman, S. H.; Roche, B.; Schwabenbauer, K.; Pinto, J.; Robinson, T. P.; Slingenbergh, J.","The Cold European Winter of 2005–2006 Assisted the Spread and Persistence of H5N1 Influenza Virus in Wild Birds","EcoHealth","","1612-9202, 1612-9210","10.1007/s10393-010-0316-z","http://link.springer.com/10.1007/s10393-010-0316-z","","2010-06","2016-09-30 05:18:20","2016-09-30 05:18:20","2016-09-30 05:18:20","226-236","","2","7","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/X3ZZ8C6T/2010OttavianiEcohealth.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKC43XNI","journalArticle","2010","McCarthy, Michael A.; Thompson, Colin J.; Hauser, Cindy; Burgman, Mark A.; Possingham, Hugh P.; Moir, Melinda L.; Tiensin, Thanawat; Gilbert, Marius","Resource allocation for efficient environmental management: Theory for environmental management","Ecology Letters","","1461023X","10.1111/j.1461-0248.2010.01522.x","http://doi.wiley.com/10.1111/j.1461-0248.2010.01522.x","","2010-10","2016-09-30 05:18:17","2016-09-30 05:18:17","2016-09-30 05:18:17","1280-1289","","10","13","","","Resource allocation for efficient environmental management","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/76T96JIW/2010McCarthyEcolLetter.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K58FM28J","journalArticle","2010","Loth, Leo; Gilbert, Marius; Osmani, Mozaffar G.; Kalam, Abul M.; Xiao, Xiangming","Risk factors and clusters of Highly Pathogenic Avian Influenza H5N1 outbreaks in Bangladesh","Preventive Veterinary Medicine","","01675877","10.1016/j.prevetmed.2010.05.013","http://linkinghub.elsevier.com/retrieve/pii/S0167587710001467","","2010-08","2016-09-30 05:18:14","2016-09-30 05:18:14","2016-09-30 05:18:14","104-113","","1-2","96","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/JWRNKSZJ/2010LothBangladeshPredVetMed.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5JNDVTE","journalArticle","2010","Humblet, M.- F.; Gilbert, M.; Govaerts, M.; Fauville-Dufaux, M.; Walravens, K.; Saegerman, C.","New Assessment of Bovine Tuberculosis Risk Factors in Belgium Based on Nationwide Molecular Epidemiology","Journal of Clinical Microbiology","","0095-1137","10.1128/JCM.00293-10","http://jcm.asm.org/cgi/doi/10.1128/JCM.00293-10","","2010-08-01","2016-09-30 05:18:11","2016-09-30 05:18:11","2016-09-30 05:18:11","2802-2808","","8","48","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/WS3Z7K54/2010HumbletBTB.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEFI24J6","journalArticle","2010","Gilbert, Marius; Liebhold, Andrew","Comparing methods for measuring the rate of spread of invading populations","Ecography","","09067590","10.1111/j.1600-0587.2009.06018.x","http://doi.wiley.com/10.1111/j.1600-0587.2009.06018.x","","2010-10","2016-09-30 05:17:55","2016-09-30 05:17:55","2016-09-30 05:17:55","809-817","","5","33","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/SGUHQ8QA/2010GilbertSpreadMethodsEcography.pdf","","modelling-invasions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHI5HQU3","journalArticle","2010","Cappelle, Julien; Girard, Olivier; Fofana, Bouba; Gaidet, Nicolas; Gilbert, Marius","Ecological Modeling of the Spatial Distribution of Wild Waterbirds to Identify the Main Areas Where Avian Influenza Viruses are Circulating in the Inner Niger Delta, Mali","EcoHealth","","1612-9202, 1612-9210","10.1007/s10393-010-0347-5","http://link.springer.com/10.1007/s10393-010-0347-5","","2010-09","2016-09-30 05:17:51","2016-09-30 05:17:51","2016-09-30 05:17:51","283-293","","3","7","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/WFXNW4N6/2010CappelleEcoHealth.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIAPQZ6R","journalArticle","2009","Augustin, SYLVIE; Settele, J.; Roques, A.; Garcia, J.; Lopez-Vaamonde, C.; Kenis, M.; Valade, R.; Gilbert, M.","A stowaway species probably arriving from the Balkans, the horse chestnut leafminer, Cameraria ohridella","Atlas of Biodiversity Risks-from Europe to the globe, from stories to maps. Pensoft, Sofia & Moscow","","","","","","2009","2016-09-30 05:17:48","2016-09-30 05:17:48","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/VCZASMPJ/2010AugustinCohridellaBook.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC2J94ZW","journalArticle","2009","Conte, A.; Gilbert, M.; Goffredo, M.","Eight years of entomological surveillance in Italy show no evidence of <i>Culicoides imicola</i> geographical range expansion","Journal of Applied Ecology","","00218901, 13652664","10.1111/j.1365-2664.2009.01723.x","http://doi.wiley.com/10.1111/j.1365-2664.2009.01723.x","","2009-10","2016-09-30 05:17:42","2016-09-30 05:17:42","2016-09-30 05:17:42","","","","","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/2RE2FDV6/2009ConteCimiItaly.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3QE4WHZ","journalArticle","2008","Hendrickx, Guy; Gilbert, Marius; Staubach, Christoph; Elbers, Armin; Mintiens, Koen; Gerbier, Guillaume; Ducheyne, Els","A wind density model to quantify the airborne spread of Culicoides species during north-western Europe bluetongue epidemic, 2006","Preventive Veterinary Medicine","","01675877","10.1016/j.prevetmed.2008.06.009","http://linkinghub.elsevier.com/retrieve/pii/S016758770800130X","","2008-10","2016-09-30 05:15:18","2016-09-30 05:15:18","2016-09-30 05:15:18","162-181","","1-2","87","","","","","","","","","","en","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/2XHU4XMQ/2008HendricksWindDensity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436FVJSD","journalArticle","2004","Cooksey, Robert C.; de Waard, Jacobus H.; Yakrus, Mitchell A.; Toney, Sean R.; Da Mata, Omaira; Nowicki, Scott; Sohner, Kevin; Koch, Elizabeth; Petti, Cathy A.; Morey, Roger E.; others","Dominance in Spatial Distribution of Avian Influenza (H5N1) Outbreaks","Int J Syst Evol Microbiol","","","","https://stacks.cdc.gov/view/cdc/16772/cdc_16772_DS1.pdf","","2004","2016-09-30 05:15:00","2016-09-30 05:15:00","2016-09-30 05:15:00","","","2385","54","","","","","","","","","","","","","","","Google Scholar","","","","/Users/simondellicour/Zotero/storage/IKIWCGJE/2008GilbertEIDResponse.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GI2CJAZS","journalArticle","2017","Kabaria, Caroline W.; Gilbert, Marius; Noor, Abdisalan M.; Snow, Robert W.; Linard, Catherine","The impact of urbanization and population density on childhood Plasmodium falciparum parasite prevalence rates in Africa","Malaria Journal","","1475-2875","10.1186/s12936-017-1694-2","http://dx.doi.org/10.1186/s12936-017-1694-2","Although malaria has been traditionally regarded as less of a problem in urban areas compared to neighbouring rural areas, the risk of malaria infection continues to exist in densely populated, urban areas of Africa. Despite the recognition that urbanization influences the epidemiology of malaria, there is little consensus on urbanization relevant for malaria parasite mapping. Previous studies examining the relationship between urbanization and malaria transmission have used products defining urbanization at global/continental scales developed in the early 2000s, that overestimate actual urban extents while the population estimates are over 15 years old and estimated at administrative unit level.","2017","2017-02-09 13:17:57","2017-02-09 13:17:57","2017-02-09 13:17:57","49","","","16","","Malaria Journal","","","","","","","","","","","","","BioMed Central","","","","/Users/simondellicour/Zotero/storage/EC8UX7IF/Kabaria et al. - 2017 - The impact of urbanization and population density .pdf","","","Population Density; Urbanization; Malaria; Boosted regression trees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVJRSN4N","journalArticle","2017","Linard, Catherine; Kabaria, Caroline W.; Gilbert, Marius; Tatem, Andrew J.; Gaughan, Andrea E.; Stevens, Forrest R.; Sorichetta, Alessandro; Noor, Abdisalan M.; Snow, Robert W.","Modelling changing population distributions: an example of the Kenyan Coast, 1979–2009","International Journal of Digital Earth","","1753-8947","10.1080/17538947.2016.1275829","http://dx.doi.org/10.1080/17538947.2016.1275829","Large-scale gridded population datasets are usually produced for the year of input census data using a top-down approach and projected backward and forward in time using national growth rates. Such temporal projections do not include any subnational variation in population distribution trends and ignore changes in geographical covariates such as urban land cover changes. Improved predictions of population distribution changes over time require the use of a limited number of covariates that are time-invariant or temporally explicit. Here we make use of recently released multi-temporal high-resolution global settlement layers, historical census data and latest developments in population distribution modelling methods to reconstruct population distribution changes over 30 years across the Kenyan Coast. We explore the methodological challenges associated with the production of gridded population distribution time-series in data-scarce countries and show that trade-offs have to be found between spatial and temporal resolutions when selecting the best modelling approach. Strategies used to fill data gaps may vary according to the local context and the objective of the study. This work will hopefully serve as a benchmark for future developments of population distribution time-series that are increasingly required for population-at-risk estimations and spatial modelling in various fields.","2017-01-11","2017-01-31 15:58:18","2017-01-31 15:58:18","2017-01-31 15:58:18","1-13","","0","0","","","Modelling changing population distributions","","","","","","","","","","","","Taylor and Francis+NEJM","","","","/Users/simondellicour/Zotero/storage/W3PIAI4U/Linard et al. - 2017 - Modelling changing population distributions an ex.pdf","","mapping-human-pop","Kenya; distribution modelling; gridded population datasets; Human population; temporal change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIQJCD9U","journalArticle","2016","Artois, Jean; Newman, Scott H.; Dhingra, Madhur S.; Chaiban, Celia; Linard, Catherine; Cattoli, Giovanni; Monne, Isabella; Fusaro, Alice; Xenarios, Ioannis; Engler, Robin; Liechti, Robin; Kuznetsov, Dmitri; Pham, Thanh Long; Nguyen, Tung; Pham, Van Dong; Castellan, David; Von Dobschuetz, Sophie; Claes, Filip; Dauphin, Gwenaëlle; Inui, Ken; Gilbert, Marius","Clade-level Spatial Modelling of HPAI H5N1 Dynamics in the Mekong Region Reveals New Patterns and Associations with Agro-Ecological Factors","Scientific Reports","","2045-2322","10.1038/srep30316","http://www.nature.com/articles/srep30316","","2016-07-25","2017-01-30 14:42:22","2017-01-30 14:42:22","2017-01-30 14:42:22","30316","","","6","","","","","","","","","","","","","","","CrossRef","","","","","","transmission-dynamics-h5n1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAGXHDGK","journalArticle","2017","Lai, Shengjie; Zhou, Hang; Xiong, Weiyi; Gilbert, Marius; Huang, Zhuojie; Yu, Jianxing; Yin, Wenwu; Wang, Liping; Chen, Qiulan; Li, Yu; Mu, Di; Zeng, Lingjia; Ren, Xiang; Geng, Mengjie; Zhang, Zike; Cui, Buyun; Li, Tiefeng; Wang, Dali; Li, Zhongjie; Wardrop, Nicola A.; Tatem, Andrew J.; Yu, Hongjie","Changing Epidemiology of Human Brucellosis, China, 1955–2014","Emerging Infectious Diseases","","1080-6040, 1080-6059","10.3201/eid2302.151710","http://wwwnc.cdc.gov/eid/article/23/2/15-1710_article.htm","","2017-02","2017-01-19 08:22:35","2017-01-19 08:22:35","2017-01-19 08:22:35","184-194","","2","23","","","","","","","","","","","","","","","CrossRef","","","","/Users/simondellicour/Zotero/storage/W6MJ9WNP/Lai et al. - 2017 - Changing Epidemiology of Human Brucellosis, China,.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
